Iteration,Loss
1,0.131364
2,0.131334
3,0.131403
4,0.131328
5,0.131397
6,0.131344
7,0.131357
8,0.131334
9,0.131176
10,0.131216
11,0.131202
12,0.131177
13,0.131188
14,0.131328
15,0.131180
16,0.131171
17,0.131171
18,0.131182
19,0.131325
20,0.131175
21,0.131168
22,0.131175
23,0.131183
24,0.131180
25,0.131339
26,0.131171
27,0.131171
28,0.131174
29,0.131191
30,0.131169
31,0.131171
32,0.131179
33,0.131169
34,0.131176
35,0.131171
36,0.131167
37,0.131160
38,0.131179
39,0.131170
40,0.131157
41,0.131167
42,0.131167
43,0.131160
44,0.131216
45,0.131162
46,0.131158
47,0.131174
48,0.131175
49,0.131158
50,0.131169
51,0.131168
52,0.131160
53,0.131156
54,0.131157
55,0.131174
56,0.131173
57,0.131157
58,0.131169
59,0.131167
60,0.131159
61,0.131155
62,0.131165
63,0.131181
64,0.131155
65,0.131157
66,0.131205
67,0.131159
68,0.131155
69,0.131167
70,0.131177
71,0.131155
72,0.131163
73,0.131161
74,0.131157
75,0.131155
76,0.131155
77,0.131159
78,0.131163
79,0.131156
80,0.131155
81,0.131157
82,0.131154
83,0.131153
84,0.131157
85,0.131237
86,0.131156
87,0.131172
88,0.131165
89,0.131154
90,0.131166
91,0.131173
92,0.131154
93,0.131150
94,0.131163
95,0.131171
96,0.131151
97,0.131163
98,0.131152
99,0.131158
100,0.131154
101,0.131157
102,0.131151
103,0.131150
104,0.131152
105,0.131151
106,0.131150
107,0.131162
108,0.131172
109,0.131150
110,0.131162
111,0.131151
112,0.131157
113,0.131150
114,0.131154
115,0.131157
116,0.131150
117,0.131150
118,0.131151
119,0.131150
120,0.131152
121,0.131150
122,0.131150
123,0.131151
124,0.131152
125,0.131149
126,0.131150
127,0.131153
128,0.131157
129,0.131150
130,0.131149
131,0.131150
132,0.131150
133,0.131151
134,0.131150
135,0.131149
136,0.131151
137,0.131152
138,0.131149
139,0.131150
140,0.131153
141,0.131157
142,0.131150
143,0.131149
144,0.131150
145,0.131150
146,0.131151
147,0.131149
148,0.131149
149,0.131150
150,0.131152
151,0.131149
152,0.131149
153,0.131150
154,0.131149
155,0.131153
156,0.131156
157,0.131150
158,0.131149
159,0.131150
160,0.131150
161,0.131151
162,0.131149
163,0.131149
164,0.131150
165,0.131152
166,0.131149
167,0.131149
168,0.131149
169,0.131149
170,0.131148
171,0.131165
172,0.131164
173,0.131149
174,0.131169
175,0.131150
176,0.131158
177,0.131149
178,0.131154
179,0.131152
180,0.131149
181,0.131149
182,0.131153
183,0.131149
184,0.131152
185,0.131148
186,0.131151
187,0.131149
188,0.131148
189,0.131148
190,0.131149
191,0.131148
192,0.131150
193,0.131148
194,0.131148
195,0.131148
196,0.131150
197,0.131149
198,0.131148
199,0.131148
200,0.131149
201,0.131148
202,0.131150
203,0.131148
204,0.131148
205,0.131148
206,0.131150
207,0.131149
208,0.131148
209,0.131149
210,0.131148
211,0.131148
212,0.131149
213,0.131148
214,0.131149
215,0.131148
216,0.131148
217,0.131148
218,0.131150
219,0.131149
220,0.131148
221,0.131149
222,0.131148
223,0.131149
224,0.131148
225,0.131148
226,0.131149
227,0.131148
228,0.131148
229,0.131147
230,0.131147
231,0.131149
232,0.131149
233,0.131147
234,0.131147
235,0.131147
236,0.131148
237,0.131147
238,0.131147
239,0.131148
240,0.131148
241,0.131147
242,0.131147
243,0.131147
244,0.131149
245,0.131148
246,0.131147
247,0.131149
248,0.131147
249,0.131148
250,0.131147
251,0.131147
252,0.131148
253,0.131147
254,0.131147
255,0.131147
256,0.131147
257,0.131148
258,0.131147
259,0.131147
260,0.131147
261,0.131147
262,0.131147
263,0.131148
264,0.131147
265,0.131147
266,0.131147
267,0.131147
268,0.131147
269,0.131147
270,0.131147
271,0.131147
272,0.131147
273,0.131147
274,0.131147
275,0.131147
276,0.131147
277,0.131147
278,0.131147
279,0.131147
280,0.131147
281,0.131147
282,0.131147
283,0.131147
284,0.131147
285,0.131147
286,0.131147
287,0.131146
288,0.131147
289,0.131147
290,0.131147
291,0.131147
292,0.131147
293,0.131147
294,0.131147
295,0.131147
296,0.131147
297,0.131147
298,0.131147
299,0.131147
300,0.131147
301,0.131147
302,0.131147
303,0.131147
304,0.131147
305,0.131147
306,0.131146
307,0.131146
308,0.131147
309,0.131147
310,0.131146
311,0.131146
312,0.131147
313,0.131146
314,0.131147
315,0.131147
316,0.131146
317,0.131147
318,0.131146
319,0.131146
320,0.131146
321,0.131146
322,0.131147
323,0.131146
324,0.131146
325,0.131147
326,0.131146
327,0.131146
328,0.131147
329,0.131146
330,0.131146
331,0.131146
332,0.131146
333,0.131146
334,0.131147
335,0.131146
336,0.131147
337,0.131146
338,0.131146
339,0.131146
340,0.131146
341,0.131146
342,0.131147
343,0.131146
344,0.131146
345,0.131146
346,0.131146
347,0.131146
348,0.131147
349,0.131146
350,0.131147
351,0.131146
352,0.131146
353,0.131146
354,0.131146
355,0.131146
356,0.131147
357,0.131146
358,0.131146
359,0.131146
360,0.131146
361,0.131146
362,0.131147
363,0.131146
364,0.131146
365,0.131146
