Iteration,Loss
1,0.131423
2,0.131423
3,0.131423
4,0.131437
5,0.131455
6,0.131455
7,0.131418
8,0.131418
9,0.131428
10,0.131452
11,0.131452
12,0.131418
13,0.131423
14,0.131418
15,0.131434
16,0.131434
17,0.131416
18,0.131416
19,0.131421
20,0.131416
21,0.131432
22,0.131432
23,0.131416
24,0.131418
25,0.131416
26,0.131424
27,0.131424
28,0.131382
29,0.131382
30,0.131384
31,0.131382
32,0.131391
33,0.131391
34,0.131382
35,0.131383
36,0.131416
37,0.131382
38,0.131363
39,0.131363
40,0.131365
41,0.131363
42,0.131373
43,0.131373
44,0.131363
45,0.131364
46,0.131397
47,0.131363
48,0.131390
49,0.131368
50,0.131368
51,0.131382
52,0.131363
53,0.131363
54,0.131379
55,0.131363
56,0.131376
57,0.131365
58,0.131365
59,0.131372
60,0.131362
61,0.131362
62,0.131363
63,0.131379
64,0.131362
65,0.131376
66,0.131365
67,0.131365
68,0.131372
69,0.131354
70,0.131354
71,0.131355
72,0.131371
73,0.131354
74,0.131368
75,0.131357
76,0.131357
77,0.131364
78,0.131354
79,0.131355
80,0.131362
81,0.131354
82,0.131361
83,0.131356
84,0.131356
85,0.131359
86,0.131354
87,0.131354
88,0.131362
89,0.131354
90,0.131361
91,0.131355
92,0.131355
93,0.131355
94,0.131359
95,0.131350
96,0.131350
97,0.131358
98,0.131350
99,0.131357
100,0.131351
101,0.131351
102,0.131351
103,0.131355
104,0.131350
105,0.131354
106,0.131350
107,0.131354
108,0.131351
109,0.131351
110,0.131350
111,0.131352
112,0.131348
113,0.131348
114,0.131348
115,0.131352
116,0.131349
117,0.131349
118,0.131348
119,0.131350
120,0.131352
121,0.131348
122,0.131348
123,0.131350
124,0.131349
125,0.131349
126,0.131348
127,0.131349
128,0.131350
129,0.131348
130,0.131348
131,0.131349
132,0.131348
133,0.131348
134,0.131348
135,0.131349
136,0.131349
137,0.131348
138,0.131348
139,0.131348
140,0.131348
141,0.131348
142,0.131349
143,0.131348
144,0.131348
145,0.131348
146,0.131349
147,0.131349
148,0.131348
149,0.131348
150,0.131349
151,0.131348
152,0.131348
153,0.131348
154,0.131348
155,0.131349
156,0.131348
157,0.131348
158,0.131348
159,0.131348
160,0.131348
161,0.131349
162,0.131348
163,0.131348
164,0.131348
165,0.131348
166,0.131349
167,0.131348
168,0.131348
169,0.131348
170,0.131348
171,0.131348
172,0.131348
173,0.131348
174,0.131348
175,0.131348
176,0.131348
177,0.131348
178,0.131348
179,0.131348
180,0.131348
181,0.131348
182,0.131348
183,0.131348
184,0.131348
185,0.131348
186,0.131348
187,0.131348
188,0.131348
189,0.131348
190,0.131348
191,0.131348
192,0.131348
193,0.131348
194,0.131348
195,0.131348
196,0.131348
197,0.131348
198,0.131348
199,0.131348
200,0.131348
201,0.131348
202,0.131348
203,0.131348
204,0.131348
205,0.131348
206,0.131348
207,0.131348
208,0.131348
209,0.131348
210,0.131348
211,0.131348
212,0.131348
213,0.131348
214,0.131348
215,0.131348
216,0.131348
217,0.131348
218,0.131348
219,0.131348
220,0.131348
221,0.131348
222,0.131348
223,0.131348
224,0.131348
225,0.131348
226,0.131348
227,0.131348
228,0.131348
229,0.131348
230,0.131348
231,0.131348
232,0.131348
233,0.131348
234,0.131348
235,0.131348
236,0.131348
237,0.131348
238,0.131348
239,0.131348
240,0.131348
241,0.131348
242,0.131348
243,0.131348
244,0.131348
245,0.131348
246,0.131348
247,0.131348
248,0.131348
249,0.131348
250,0.131348
251,0.131348
252,0.131348
253,0.131348
254,0.131348
255,0.131348
256,0.131348
257,0.131348
258,0.131348
259,0.131348
260,0.131348
261,0.131348
262,0.131348
263,0.131348
264,0.131348
265,0.131348
266,0.131348
267,0.131348
268,0.131348
269,0.131348
270,0.131348
271,0.131348
272,0.131348
273,0.131348
274,0.131348
275,0.131348
276,0.131348
277,0.131348
278,0.131348
279,0.131348
280,0.131348
281,0.131348
282,0.131348
283,0.131348
284,0.131348
285,0.131348
286,0.131348
287,0.131348
288,0.131348
289,0.131348
290,0.131348
291,0.131348
292,0.131348
293,0.131348
294,0.131348
295,0.131348
296,0.131348
297,0.131348
