Iteration,Loss
1,0.131239
2,0.131139
3,0.131170
4,0.131140
5,0.131317
6,0.131239
7,0.131151
8,0.131138
9,0.131145
10,0.131159
11,0.131334
12,0.131242
13,0.131139
14,0.131140
15,0.131144
16,0.131192
17,0.131170
18,0.131138
19,0.131145
20,0.131138
21,0.131137
22,0.131141
23,0.131136
24,0.131141
25,0.131157
26,0.131336
27,0.131219
28,0.131137
29,0.131139
30,0.131149
31,0.131141
32,0.131185
33,0.131158
34,0.131136
35,0.131137
36,0.131137
37,0.131140
38,0.131137
39,0.131148
40,0.131142
41,0.131136
42,0.131136
43,0.131136
44,0.131138
45,0.131139
46,0.131138
47,0.131146
48,0.131141
49,0.131136
50,0.131136
51,0.131136
52,0.131136
53,0.131136
54,0.131136
55,0.131136
56,0.131138
57,0.131137
58,0.131136
59,0.131136
60,0.131136
61,0.131136
62,0.131136
63,0.131136
64,0.131136
65,0.131136
66,0.131137
67,0.131136
68,0.131139
69,0.131137
70,0.131136
71,0.131136
72,0.131136
73,0.131136
74,0.131136
75,0.131136
76,0.131136
77,0.131136
78,0.131136
79,0.131136
80,0.131136
81,0.131136
82,0.131137
83,0.131136
84,0.131137
85,0.131139
86,0.131147
87,0.131141
88,0.131136
89,0.131136
90,0.131136
91,0.131136
92,0.131136
93,0.131136
94,0.131137
95,0.131139
96,0.131137
97,0.131136
98,0.131136
99,0.131136
100,0.131136
101,0.131136
102,0.131136
103,0.131135
104,0.131136
105,0.131137
106,0.131136
107,0.131137
108,0.131139
109,0.131147
110,0.131141
111,0.131136
112,0.131136
113,0.131136
114,0.131136
115,0.131136
116,0.131136
117,0.131136
118,0.131136
119,0.131138
120,0.131137
121,0.131135
122,0.131136
123,0.131135
124,0.131136
125,0.131136
126,0.131136
127,0.131135
128,0.131136
129,0.131137
130,0.131136
131,0.131137
132,0.131139
133,0.131148
134,0.131141
135,0.131135
136,0.131136
137,0.131136
138,0.131136
139,0.131136
140,0.131136
141,0.131136
142,0.131136
143,0.131139
144,0.131137
145,0.131135
146,0.131135
147,0.131135
148,0.131136
149,0.131136
150,0.131136
151,0.131135
152,0.131136
153,0.131136
154,0.131138
155,0.131137
156,0.131139
157,0.131148
158,0.131141
159,0.131135
160,0.131135
161,0.131135
162,0.131135
163,0.131136
164,0.131136
165,0.131136
166,0.131136
167,0.131139
168,0.131137
169,0.131135
170,0.131135
171,0.131135
172,0.131136
173,0.131135
174,0.131135
175,0.131136
176,0.131136
177,0.131136
178,0.131138
179,0.131136
180,0.131135
181,0.131135
182,0.131135
183,0.131135
184,0.131135
185,0.131135
186,0.131136
187,0.131136
188,0.131136
189,0.131136
190,0.131138
191,0.131136
192,0.131135
193,0.131135
194,0.131135
195,0.131136
196,0.131136
197,0.131135
198,0.131136
199,0.131136
200,0.131135
201,0.131137
202,0.131136
203,0.131135
204,0.131135
205,0.131135
206,0.131135
207,0.131135
208,0.131135
209,0.131135
210,0.131136
