Iteration,Loss
1,0.131331
2,0.131364
3,0.131397
4,0.131327
5,0.131361
6,0.131331
7,0.131394
8,0.131343
9,0.131307
10,0.131310
11,0.131368
12,0.131323
13,0.131305
14,0.131308
15,0.131366
16,0.131322
17,0.131307
18,0.131304
19,0.131307
20,0.131365
21,0.131321
22,0.131305
23,0.131306
24,0.131334
25,0.131312
26,0.131325
27,0.131315
28,0.131304
29,0.131304
30,0.131304
31,0.131305
32,0.131333
33,0.131311
34,0.131324
35,0.131314
36,0.131304
37,0.131304
38,0.131304
39,0.131318
40,0.131307
41,0.131314
42,0.131309
43,0.131304
44,0.131304
45,0.131304
46,0.131311
47,0.131305
48,0.131308
49,0.131306
50,0.131304
51,0.131303
52,0.131303
53,0.131304
54,0.131304
55,0.131311
56,0.131305
57,0.131308
58,0.131306
59,0.131303
60,0.131303
61,0.131303
62,0.131304
63,0.131304
64,0.131311
65,0.131305
66,0.131308
67,0.131306
68,0.131303
69,0.131303
70,0.131303
71,0.131307
72,0.131304
73,0.131306
74,0.131305
75,0.131303
76,0.131303
77,0.131303
78,0.131303
79,0.131303
80,0.131307
81,0.131304
82,0.131306
83,0.131304
84,0.131303
85,0.131303
86,0.131303
87,0.131303
88,0.131307
89,0.131304
90,0.131306
91,0.131304
92,0.131303
93,0.131303
94,0.131303
95,0.131305
96,0.131304
97,0.131304
98,0.131304
99,0.131303
100,0.131303
101,0.131303
102,0.131303
103,0.131305
104,0.131303
105,0.131304
106,0.131304
107,0.131304
108,0.131303
109,0.131303
110,0.131303
111,0.131303
112,0.131305
113,0.131303
114,0.131304
115,0.131304
116,0.131304
117,0.131303
118,0.131303
119,0.131304
120,0.131303
121,0.131303
122,0.131304
123,0.131303
124,0.131303
125,0.131303
126,0.131304
127,0.131303
128,0.131303
129,0.131303
130,0.131303
131,0.131303
132,0.131303
133,0.131303
134,0.131303
135,0.131303
136,0.131304
137,0.131303
138,0.131303
139,0.131303
140,0.131303
141,0.131303
142,0.131303
143,0.131303
144,0.131303
145,0.131303
146,0.131303
147,0.131303
148,0.131303
149,0.131303
150,0.131303
151,0.131303
152,0.131303
153,0.131303
154,0.131303
155,0.131303
156,0.131303
157,0.131303
158,0.131303
159,0.131303
160,0.131303
161,0.131303
162,0.131303
163,0.131303
164,0.131303
165,0.131303
166,0.131303
167,0.131303
168,0.131303
169,0.131303
170,0.131303
171,0.131303
172,0.131303
173,0.131303
174,0.131303
175,0.131303
176,0.131303
177,0.131303
178,0.131303
179,0.131303
180,0.131303
181,0.131303
182,0.131303
183,0.131303
184,0.131303
185,0.131303
186,0.131303
187,0.131303
188,0.131303
189,0.131303
190,0.131303
191,0.131303
192,0.131303
193,0.131303
194,0.131303
195,0.131303
196,0.131303
197,0.131303
198,0.131303
199,0.131303
200,0.131303
201,0.131303
202,0.131303
203,0.131303
204,0.131303
205,0.131303
206,0.131303
207,0.131303
208,0.131303
209,0.131303
210,0.131303
211,0.131303
212,0.131303
213,0.131303
214,0.131303
215,0.131303
216,0.131303
217,0.131303
218,0.131303
219,0.131303
220,0.131303
221,0.131303
222,0.131303
223,0.131303
224,0.131303
225,0.131303
226,0.131303
227,0.131303
228,0.131303
229,0.131303
230,0.131303
231,0.131303
232,0.131303
233,0.131303
234,0.131303
235,0.131303
236,0.131303
237,0.131303
238,0.131303
239,0.131303
240,0.131303
241,0.131303
242,0.131303
243,0.131303
244,0.131303
245,0.131303
246,0.131303
247,0.131303
248,0.131303
249,0.131303
250,0.131303
251,0.131303
252,0.131303
253,0.131303
254,0.131303
255,0.131303
256,0.131303
257,0.131303
258,0.131303
259,0.131303
260,0.131303
261,0.131303
262,0.131303
263,0.131303
264,0.131303
265,0.131303
266,0.131303
267,0.131303
268,0.131303
269,0.131303
270,0.131303
271,0.131303
272,0.131303
273,0.131303
274,0.131303
275,0.131303
276,0.131303
277,0.131303
278,0.131303
279,0.131303
280,0.131303
281,0.131303
282,0.131303
283,0.131303
284,0.131303
285,0.131303
286,0.131303
287,0.131303
288,0.131303
289,0.131303
290,0.131303
291,0.131303
292,0.131303
293,0.131303
294,0.131303
295,0.131303
296,0.131303
297,0.131303
298,0.131303
299,0.131303
300,0.131303
301,0.131303
302,0.131303
303,0.131303
304,0.131303
305,0.131303
306,0.131303
307,0.131303
308,0.131303
309,0.131303
310,0.131303
311,0.131303
312,0.131303
313,0.131303
314,0.131303
315,0.131303
316,0.131303
317,0.131303
318,0.131303
319,0.131303
320,0.131303
321,0.131303
322,0.131303
323,0.131303
324,0.131303
325,0.131303
326,0.131303
327,0.131303
328,0.131303
329,0.131303
330,0.131303
