Iteration,Loss
1,0.131513
2,0.131516
3,0.131505
4,0.131508
5,0.131513
6,0.131498
7,0.131501
8,0.131507
9,0.131505
10,0.131510
11,0.131508
12,0.131499
13,0.131494
14,0.131504
15,0.131501
16,0.131508
17,0.131505
18,0.131496
19,0.131499
20,0.131498
21,0.131492
22,0.131501
23,0.131499
24,0.131506
25,0.131503
26,0.131493
27,0.131496
28,0.131494
29,0.131495
30,0.131499
31,0.131497
32,0.131492
33,0.131489
34,0.131492
35,0.131493
36,0.131497
37,0.131494
38,0.131495
39,0.131490
40,0.131488
41,0.131491
42,0.131492
43,0.131496
44,0.131493
45,0.131494
46,0.131489
47,0.131489
48,0.131490
49,0.131488
50,0.131490
51,0.131491
52,0.131496
53,0.131493
54,0.131494
55,0.131489
56,0.131488
57,0.131489
58,0.131490
59,0.131492
60,0.131490
61,0.131491
62,0.131488
63,0.131487
64,0.131487
65,0.131489
66,0.131491
67,0.131490
68,0.131488
69,0.131490
70,0.131488
71,0.131487
72,0.131488
73,0.131489
74,0.131488
75,0.131488
76,0.131489
77,0.131487
78,0.131487
79,0.131488
80,0.131489
81,0.131488
82,0.131487
83,0.131488
84,0.131489
85,0.131487
86,0.131487
87,0.131488
88,0.131489
89,0.131488
90,0.131487
91,0.131487
92,0.131488
93,0.131487
94,0.131487
95,0.131488
96,0.131490
97,0.131487
98,0.131487
99,0.131487
100,0.131487
101,0.131487
102,0.131487
103,0.131488
104,0.131490
105,0.131487
106,0.131487
107,0.131487
108,0.131487
109,0.131487
110,0.131487
111,0.131487
112,0.131488
113,0.131487
114,0.131487
115,0.131487
116,0.131487
117,0.131487
118,0.131487
119,0.131486
120,0.131487
121,0.131488
122,0.131487
123,0.131486
124,0.131487
125,0.131487
126,0.131487
127,0.131486
128,0.131487
129,0.131487
130,0.131487
131,0.131486
132,0.131486
133,0.131486
134,0.131487
135,0.131486
136,0.131486
137,0.131487
138,0.131487
139,0.131486
140,0.131486
141,0.131486
142,0.131486
143,0.131486
144,0.131486
145,0.131486
146,0.131487
147,0.131486
148,0.131486
149,0.131486
150,0.131486
151,0.131486
152,0.131486
153,0.131486
154,0.131486
155,0.131487
156,0.131486
157,0.131486
158,0.131486
159,0.131486
160,0.131486
161,0.131486
162,0.131486
163,0.131486
164,0.131487
165,0.131486
166,0.131486
167,0.131486
168,0.131486
169,0.131486
170,0.131486
171,0.131486
172,0.131486
173,0.131487
174,0.131486
175,0.131486
176,0.131486
177,0.131486
178,0.131486
179,0.131486
180,0.131486
181,0.131486
182,0.131487
183,0.131486
184,0.131486
185,0.131486
186,0.131486
187,0.131486
188,0.131486
189,0.131486
190,0.131486
191,0.131486
192,0.131486
193,0.131486
194,0.131486
195,0.131486
196,0.131486
197,0.131486
198,0.131486
199,0.131486
200,0.131486
201,0.131486
202,0.131486
203,0.131486
204,0.131486
205,0.131486
206,0.131486
207,0.131486
208,0.131486
209,0.131486
210,0.131486
211,0.131486
212,0.131486
213,0.131486
214,0.131486
215,0.131486
216,0.131486
217,0.131486
218,0.131486
219,0.131486
220,0.131486
221,0.131486
222,0.131486
223,0.131486
224,0.131486
225,0.131486
226,0.131486
227,0.131486
228,0.131486
229,0.131486
230,0.131486
231,0.131486
232,0.131486
233,0.131486
234,0.131486
235,0.131486
236,0.131486
237,0.131486
238,0.131486
239,0.131486
240,0.131486
241,0.131486
242,0.131486
243,0.131486
244,0.131486
245,0.131486
246,0.131486
247,0.131486
248,0.131486
249,0.131486
250,0.131486
251,0.131486
252,0.131486
253,0.131486
254,0.131486
255,0.131486
256,0.131486
257,0.131486
258,0.131486
259,0.131486
260,0.131486
261,0.131486
262,0.131486
263,0.131486
264,0.131486
265,0.131486
266,0.131486
267,0.131486
268,0.131486
269,0.131486
270,0.131486
271,0.131486
272,0.131486
273,0.131486
274,0.131486
275,0.131486
276,0.131486
277,0.131486
278,0.131486
279,0.131486
280,0.131486
281,0.131486
282,0.131486
283,0.131486
284,0.131486
285,0.131486
286,0.131486
287,0.131486
288,0.131486
289,0.131486
290,0.131486
291,0.131486
292,0.131486
293,0.131486
294,0.131486
295,0.131486
296,0.131486
297,0.131486
298,0.131486
299,0.131486
300,0.131486
301,0.131486
302,0.131486
